จังหวัด,เขต,ชื่อผู้สมัคร,หมายเลข,พรรค,วุฒิการศึกษา,เพศ,ช่วงอายุ,อาชีพ
ปราจีนบุรี,1,นายอำนาจ  วิลาวัลย์,16,ภูมิใจไทย,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปราจีนบุรี,1,นายเอกศักดิ์  สาโท,1,เพื่อไทย,ปริญญาโท,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
ปราจีนบุรี,1,พันตำรวจโทสมศักดิ์  นารอด,39,เพื่อนเกษตรไทย,ปริญญาโท,ชาย,41-50 ปี,ข้าราชการบำนาญ
ปราจีนบุรี,2,นางสาวเยาวลักษณ์  โตอนันต์,10,ประชาธิปัตย์,ปริญญาโท,หญิง,51-60 ปี,ข้าราชการบำนาญ
ปราจีนบุรี,2,นายชยุต  ภุมมะกาญจนะ,21,ชาติไทยพัฒนา,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
ปราจีนบุรี,2,นายปริญญา  สุรพันธุ์,1,เพื่อไทย,ปริญญาตรี,ชาย,31-40 ปี,นักการเมือง
ปราจีนบุรี,2,นายภิรมย์  ประทุมมา,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,41-50 ปี,นักกฎหมาย
ปราจีนบุรี,3,นางเพชรินทร์  เสียงเจริญ,16,ภูมิใจไทย,ปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปราจีนบุรี,3,นายคงกฤช  หงษ์วิไล,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาโท,ชาย,41-50 ปี,ไม่ระบุ
ปราจีนบุรี,3,นายเฉลิม  เกียรติบรรจง,14,กิจสังคม,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปราจีนบุรี,3,นายสมพงษ์  เฉลิมวุฒิศักดิ์,1,เพื่อไทย,ปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
ปราจีนบุรี,3,นายสุรัตน์  แนวสุข,6,พลังชล,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปราจีนบุรี,3,พลตรีปริญญา  เชาวน์เจริญ,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,ข้าราชการบำนาญ
ปัตตานี,1,นายมูฮำมัดปาเรซ  โลหะสัณห์,21,ชาติไทยพัฒนา,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
ปัตตานี,1,นายแวอุเซ็ง  แวอาลี,34,ความหวังใหม่,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปัตตานี,1,นายสนิท  นาแว,26,มาตุภูมิ,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
ปัตตานี,1,นายอดินันท์  สาและ,7,ประชาธรรม,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปัตตานี,1,นายอดิลัน  อาลีอิสเฮาะ,1,เพื่อไทย,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปัตตานี,1,นายอรุณ  เบ็ญจลักษณ์,16,ภูมิใจไทย,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปัตตานี,1,นายอันวาร์  สาและ,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปัตตานี,2,นายเติม  แก้วละเอียด,19,เครือข่ายชาวนาแห่งประเทศไทย,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,เกษตรกร
ปัตตานี,2,นายถวัลย์ศักดิ์  ประสิทธิ์นุ้ย,12,รักษ์สันติ,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปัตตานี,2,นายทวิท  สิงห์ปลอด,16,ภูมิใจไทย,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปัตตานี,2,นายมูฮำมัด  หะยีแวฮามะ,7,ประชาธรรม,ปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
ปัตตานี,2,นายมูฮำมัดอารีฟีน  จะปะกิยา,26,มาตุภูมิ,ปริญญาโท,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
ปัตตานี,2,นายศรัทธา  แวอาลี,1,เพื่อไทย,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปัตตานี,2,นายสายัณห์  พรหมดำ,34,ความหวังใหม่,ปริญญาตรี,ชาย,51-60 ปี,นักกฎหมาย
ปัตตานี,2,นายอิสมาแอล  เบญอิบรอฮีม,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปัตตานี,3,นายนิมุคตาร์  วาบา,16,ภูมิใจไทย,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
ปัตตานี,3,นายปรีชา  จันทร,34,ความหวังใหม่,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,เกษตรกร
ปัตตานี,3,นายสมมารถ  เจ๊ะนา,1,เพื่อไทย,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
ปัตตานี,3,นายอนุมัติ  ซูสารอ,26,มาตุภูมิ,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,นักการเมือง
ปัตตานี,3,นายอับดุลรามัน  มะยูโซะ,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปัตตานี,3,นายอาลี  มะนูปา,7,ประชาธรรม,ปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
ปัตตานี,4,นายซาตา  อาแวกือจิ,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,41-50 ปี,นักการเมือง
ปัตตานี,4,นายมะดารี  มาแจ,8,ดำรงไทย,ปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
ปัตตานี,4,นายมุข  สุไลมาน,26,มาตุภูมิ,ปริญญาโท,ชาย,61-70 ปี,นักกฎหมาย
ปัตตานี,4,นายมูหามัด  หะยีหามะ,34,ความหวังใหม่,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
